Gender,Total Count,Sch_Div
Male,66,Willoughby Early Childhood Center Norfolk City Public Schools
Female,183,Kiptopeke Elementary Northampton County Public Schools
Male,173,Kiptopeke Elementary Northampton County Public Schools
Female,197,Northampton High Northampton County Public Schools
Male,229,Northampton High Northampton County Public Schools
Female,80,Northampton Middle Northampton County Public Schools
Male,114,Northampton Middle Northampton County Public Schools
Female,170,Occohannock Elementary Northampton County Public Schools
Male,204,Occohannock Elementary Northampton County Public Schools
Female,238,Northumberland Elementary Northumberland County Public Schools
Male,304,Northumberland Elementary Northumberland County Public Schools
Female,166,Northumberland High Northumberland County Public Schools
Male,195,Northumberland High Northumberland County Public Schools
Female,129,Northumberland Middle Northumberland County Public Schools
Male,149,Northumberland Middle Northumberland County Public Schools
Female,170,J.I. Burton High Norton City Public Schools
Male,153,J.I. Burton High Norton City Public Schools
Female,278,Norton Elementary Norton City Public Schools
Male,225,Norton Elementary Norton City Public Schools
Other,2,Norton Elementary Norton City Public Schools
Female,189,Blackstone Primary Nottoway County Public Schools
Male,200,Blackstone Primary Nottoway County Public Schools
Female,193,Crewe Primary Nottoway County Public Schools
Male,165,Crewe Primary Nottoway County Public Schools
Female,264,Nottoway High Nottoway County Public Schools
Male,299,Nottoway High Nottoway County Public Schools
Other,1,Nottoway High Nottoway County Public Schools
Female,113,Nottoway Intermediate Nottoway County Public Schools
Male,124,Nottoway Intermediate Nottoway County Public Schools
Female,135,Nottoway Middle Nottoway County Public Schools
Male,141,Nottoway Middle Nottoway County Public Schools
Female,158,Gordon-Barbour Elementary Orange County Public Schools
Male,156,Gordon-Barbour Elementary Orange County Public Schools
Female,127,Lightfoot Elementary Orange County Public Schools
Male,126,Lightfoot Elementary Orange County Public Schools
Female,240,Locust Grove Elementary Orange County Public Schools
Male,256,Locust Grove Elementary Orange County Public Schools
Female,351,Locust Grove Middle Orange County Public Schools
Male,320,Locust Grove Middle Orange County Public Schools
Female,209,Locust Grove Primary Orange County Public Schools
Male,213,Locust Grove Primary Orange County Public Schools
Female,768,Orange County High Orange County Public Schools
Male,752,Orange County High Orange County Public Schools
Other,2,Orange County High Orange County Public Schools
Female,327,Orange Elementary Orange County Public Schools
Male,318,Orange Elementary Orange County Public Schools
Female,230,Prospect Heights Middle Orange County Public Schools
Male,245,Prospect Heights Middle Orange County Public Schools
Other,1,Prospect Heights Middle Orange County Public Schools
Female,99,Unionville Elementary Orange County Public Schools
Male,130,Unionville Elementary Orange County Public Schools
Female,219,Luray Elementary Page County Public Schools
Male,245,Luray Elementary Page County Public Schools
Female,235,Luray High Page County Public Schools
Male,267,Luray High Page County Public Schools
Other,1,Luray High Page County Public Schools
Female,162,Luray Middle Page County Public Schools
Male,183,Luray Middle Page County Public Schools
Female,268,Page County High Page County Public Schools
Male,284,Page County High Page County Public Schools
Female,178,Page County Middle Page County Public Schools
Male,198,Page County Middle Page County Public Schools
Female,140,Shenandoah Elementary Page County Public Schools
Male,167,Shenandoah Elementary Page County Public Schools
Female,110,Springfield Elementary Page County Public Schools
Male,109,Springfield Elementary Page County Public Schools
Female,201,Stanley Elementary Page County Public Schools
Male,169,Stanley Elementary Page County Public Schools
Female,118,Blue Ridge Elementary Patrick County Public Schools
Male,137,Blue Ridge Elementary Patrick County Public Schools
Female,113,Hardin Reynolds Memorial School Patrick County Public Schools
Male,104,Hardin Reynolds Memorial School Patrick County Public Schools
Female,204,Meadows of Dan Elementary Patrick County Public Schools
Male,220,Meadows of Dan Elementary Patrick County Public Schools
Female,412,Patrick County High Patrick County Public Schools
Male,455,Patrick County High Patrick County Public Schools
Female,118,Patrick Springs Primary Patrick County Public Schools
Male,136,Patrick Springs Primary Patrick County Public Schools
Female,188,Stuart Elementary Patrick County Public Schools
Male,189,Stuart Elementary Patrick County Public Schools
Female,72,Woolwine Elementary Patrick County Public Schools
Male,72,Woolwine Elementary Patrick County Public Schools
Female,254,Cool Spring Elementary Petersburg City Public Schools
Male,266,Cool Spring Elementary Petersburg City Public Schools
Other,1,Cool Spring Elementary Petersburg City Public Schools
Female,179,Lakemont Elementary Petersburg City Public Schools
Male,163,Lakemont Elementary Petersburg City Public Schools
Female,521,Petersburg High Petersburg City Public Schools
Male,506,Petersburg High Petersburg City Public Schools
Female,244,Pleasants Lane Elementary Petersburg City Public Schools
Male,279,Pleasants Lane Elementary Petersburg City Public Schools
Female,434,Vernon Johns Middle Petersburg City Public Schools
Male,483,Vernon Johns Middle Petersburg City Public Schools
Female,278,Walnut Hill Elementary Petersburg City Public Schools
Male,247,Walnut Hill Elementary Petersburg City Public Schools
Female,163,Westview Early Childhood Education Center Petersburg City Public Schools
Male,161,Westview Early Childhood Education Center Petersburg City Public Schools
Female,106,Brosville Elementary Pittsylvania County Public Schools
Male,104,Brosville Elementary Pittsylvania County Public Schools
Female,108,Chatham Elementary Pittsylvania County Public Schools
Male,131,Chatham Elementary Pittsylvania County Public Schools
Female,307,Chatham High Pittsylvania County Public Schools
Male,309,Chatham High Pittsylvania County Public Schools
Female,247,Chatham Middle Pittsylvania County Public Schools
Male,215,Chatham Middle Pittsylvania County Public Schools
Female,301,Dan River High Pittsylvania County Public Schools
Male,327,Dan River High Pittsylvania County Public Schools
Female,248,Dan River Middle Pittsylvania County Public Schools
Male,196,Dan River Middle Pittsylvania County Public Schools
Female,230,Gretna Elementary Pittsylvania County Public Schools
Male,234,Gretna Elementary Pittsylvania County Public Schools
Female,259,Gretna High Pittsylvania County Public Schools
Male,295,Gretna High Pittsylvania County Public Schools
Female,192,Gretna Middle Pittsylvania County Public Schools
Male,214,Gretna Middle Pittsylvania County Public Schools
Female,112,John L. Hurt Elementary Pittsylvania County Public Schools
Male,121,John L. Hurt Elementary Pittsylvania County Public Schools
Female,237,Kentuck Elementary Pittsylvania County Public Schools
Male,266,Kentuck Elementary Pittsylvania County Public Schools
Female,65,Mount Airy Elementary Pittsylvania County Public Schools
Male,67,Mount Airy Elementary Pittsylvania County Public Schools
Female,195,Southside Elementary Pittsylvania County Public Schools
Male,198,Southside Elementary Pittsylvania County Public Schools
Female,192,Stony Mill Elementary Pittsylvania County Public Schools
Male,221,Stony Mill Elementary Pittsylvania County Public Schools
Female,406,Tunstall High Pittsylvania County Public Schools
Male,428,Tunstall High Pittsylvania County Public Schools
Other,1,Tunstall High Pittsylvania County Public Schools
Female,284,Tunstall Middle Pittsylvania County Public Schools
Male,289,Tunstall Middle Pittsylvania County Public Schools
Female,340,Twin Springs Elementary Pittsylvania County Public Schools
Male,302,Twin Springs Elementary Pittsylvania County Public Schools
Female,84,Union Hall Elementary Pittsylvania County Public Schools
Male,84,Union Hall Elementary Pittsylvania County Public Schools
Female,225,Poquoson Elementary Poquoson City Public Schools
Male,227,Poquoson Elementary Poquoson City Public Schools
Female,343,Poquoson High Poquoson City Public Schools
Male,356,Poquoson High Poquoson City Public Schools
Female,223,Poquoson Middle Poquoson City Public Schools
Male,249,Poquoson Middle Poquoson City Public Schools
Female,217,Poquoson Primary Poquoson City Public Schools
Male,248,Poquoson Primary Poquoson City Public Schools
Female,212,Brighton Elementary Portsmouth City Public Schools
Male,220,Brighton Elementary Portsmouth City Public Schools
Female,331,Churchland Academy Elementary Portsmouth City Public Schools
Male,297,Churchland Academy Elementary Portsmouth City Public Schools
Female,329,Churchland Elementary Portsmouth City Public Schools
Male,323,Churchland Elementary Portsmouth City Public Schools
Female,682,Churchland High Portsmouth City Public Schools
Male,737,Churchland High Portsmouth City Public Schools
Female,432,Churchland Middle Portsmouth City Public Schools
Male,446,Churchland Middle Portsmouth City Public Schools
Female,52,Churchland Preschool Center Portsmouth City Public Schools
Male,71,Churchland Preschool Center Portsmouth City Public Schools
Female,307,Churchland Primary & Intermediate Portsmouth City Public Schools
Male,292,Churchland Primary & Intermediate Portsmouth City Public Schools
Female,309,Cradock Elementary Portsmouth City Public Schools
Male,356,Cradock Elementary Portsmouth City Public Schools
Female,271,Cradock Middle Portsmouth City Public Schools
Male,253,Cradock Middle Portsmouth City Public Schools
Female,306,Douglass Park Elementary Portsmouth City Public Schools
Male,270,Douglass Park Elementary Portsmouth City Public Schools
Female,216,Hodges Manor Elementary Portsmouth City Public Schools
Male,266,Hodges Manor Elementary Portsmouth City Public Schools
Female,541,I.C. Norcom High Portsmouth City Public Schools
Male,550,I.C. Norcom High Portsmouth City Public Schools
Female,223,Lakeview Elementary Portsmouth City Public Schools
Male,214,Lakeview Elementary Portsmouth City Public Schools
Female,605,Manor High Portsmouth City Public Schools
Male,655,Manor High Portsmouth City Public Schools
Female,103,Mount Hermon Preschool Center Portsmouth City Public Schools
Male,114,Mount Hermon Preschool Center Portsmouth City Public Schools
Female,119,Olive Branch Preschool Center Portsmouth City Public Schools
Male,93,Olive Branch Preschool Center Portsmouth City Public Schools
Female,241,Park View Elementary Portsmouth City Public Schools
Male,277,Park View Elementary Portsmouth City Public Schools
Female,278,Simonsdale Elementary Portsmouth City Public Schools
Male,308,Simonsdale Elementary Portsmouth City Public Schools
Female,277,Victory Elementary Portsmouth City Public Schools
Male,282,Victory Elementary Portsmouth City Public Schools
Female,314,Waterview Elementary Portsmouth City Public Schools
