Sch_Div,Disadvantaged,Total Count
Central High Lunenburg County Public Schools,N,243
Central High Lunenburg County Public Schools,Y,249
Central High Shenandoah County Public Schools,N,425
Central High Shenandoah County Public Schools,Y,335
Central High Wise County Public Schools,N,363
Central High Wise County Public Schools,Y,317
Central Middle Charlotte County Public Schools,N,191
Central Middle Charlotte County Public Schools,Y,188
Centre Ridge Elementary Fairfax County Public Schools,N,301
Centre Ridge Elementary Fairfax County Public Schools,Y,401
Centreville Elementary Fairfax County Public Schools,N,523
Centreville Elementary Fairfax County Public Schools,Y,269
Centreville High Fairfax County Public Schools,N,"1,762"
Centreville High Fairfax County Public Schools,Y,828
Cesar Tarrant Middle Hampton City Public Schools,N,332
Cesar Tarrant Middle Hampton City Public Schools,Y,381
Chamberlayne Elementary Henrico County Public Schools,N,123
Chamberlayne Elementary Henrico County Public Schools,Y,194
Chancellor Elementary Spotsylvania County Public Schools,N,346
Chancellor Elementary Spotsylvania County Public Schools,Y,83
Chancellor High Spotsylvania County Public Schools,N,727
Chancellor High Spotsylvania County Public Schools,Y,670
Chancellor Middle Spotsylvania County Public Schools,N,430
Chancellor Middle Spotsylvania County Public Schools,Y,428
Chantilly High Fairfax County Public Schools,N,"2,345"
Chantilly High Fairfax County Public Schools,Y,620
Charles Barrett Elementary Alexandria City Public Schools,N,348
Charles Barrett Elementary Alexandria City Public Schools,Y,202
Charles City County Elementary Charles City County Public Schools,N,116
Charles City County Elementary Charles City County Public Schools,Y,176
Charles City County High Charles City County Public Schools,N,105
Charles City County High Charles City County Public Schools,Y,131
Charles J. Colgan Sr. High Prince William County Public Schools,N,"2,271"
Charles J. Colgan Sr. High Prince William County Public Schools,Y,599
Charles M. Johnson Elementary Henrico County Public Schools,N,131
Charles M. Johnson Elementary Henrico County Public Schools,Y,286
Charlottesville High Charlottesville City Public Schools,N,664
Charlottesville High Charlottesville City Public Schools,Y,569
Chase City Elementary Mecklenburg County Public Schools,N,230
Chase City Elementary Mecklenburg County Public Schools,Y,141
Chatham Elementary Pittsylvania County Public Schools,N,116
Chatham Elementary Pittsylvania County Public Schools,Y,123
Chatham High Pittsylvania County Public Schools,N,352
Chatham High Pittsylvania County Public Schools,Y,264
Chatham Middle Pittsylvania County Public Schools,N,219
Chatham Middle Pittsylvania County Public Schools,Y,243
Check Elementary Floyd County Public Schools,N,143
Check Elementary Floyd County Public Schools,Y,122
Cherry Run Elementary Fairfax County Public Schools,N,406
Cherry Run Elementary Fairfax County Public Schools,Y,21
Chester Early Childhood Learning Academy Chesterfield County Public Schools,N,301
Chester Early Childhood Learning Academy Chesterfield County Public Schools,Y,44
Chesterbrook Elementary Fairfax County Public Schools,N,567
Chesterbrook Elementary Fairfax County Public Schools,Y,11
Chesterfield Academy Elementary Norfolk City Public Schools,N,45
Chesterfield Academy Elementary Norfolk City Public Schools,Y,275
Chickahominy Middle Hanover County Public Schools,N,918
Chickahominy Middle Hanover County Public Schools,Y,183
Chilhowie Elementary Smyth County Public Schools,N,267
Chilhowie Elementary Smyth County Public Schools,Y,291
Chilhowie High Smyth County Public Schools,N,247
Chilhowie High Smyth County Public Schools,Y,174
Chilhowie Middle Smyth County Public Schools,N,158
Chilhowie Middle Smyth County Public Schools,Y,131
Chimborazo Elementary Richmond City Public Schools,N,103
Chimborazo Elementary Richmond City Public Schools,Y,287
Chincoteague Elementary Accomack County Public Schools,N,168
Chincoteague Elementary Accomack County Public Schools,Y,58
Chincoteague High Accomack County Public Schools,N,187
Chincoteague High Accomack County Public Schools,Y,79
Chris Yung Elementary Prince William County Public Schools,N,468
Chris Yung Elementary Prince William County Public Schools,Y,327
Christiansburg Elementary Montgomery County Public Schools,N,254
Christiansburg Elementary Montgomery County Public Schools,Y,135
Christiansburg High Montgomery County Public Schools,N,686
Christiansburg High Montgomery County Public Schools,Y,411
Christiansburg Middle Montgomery County Public Schools,N,471
Christiansburg Middle Montgomery County Public Schools,Y,322
Christiansburg Primary Montgomery County Public Schools,N,268
Christiansburg Primary Montgomery County Public Schools,Y,169
Christopher C. Kraft Elementary Hampton City Public Schools,N,227
Christopher C. Kraft Elementary Hampton City Public Schools,Y,185
Christopher Farms Elementary Virginia Beach City Public Schools,N,431
Christopher Farms Elementary Virginia Beach City Public Schools,Y,226
Churchill Road Elementary Fairfax County Public Schools,N,608
Churchill Road Elementary Fairfax County Public Schools,Y,11
Churchland Academy Elementary Portsmouth City Public Schools,N,314
Churchland Academy Elementary Portsmouth City Public Schools,Y,314
Churchland Elementary Portsmouth City Public Schools,N,483
Churchland Elementary Portsmouth City Public Schools,Y,169
Churchland High Portsmouth City Public Schools,N,869
Churchland High Portsmouth City Public Schools,Y,550
Churchland Middle Portsmouth City Public Schools,N,446
Churchland Middle Portsmouth City Public Schools,Y,432
Churchland Preschool Center Portsmouth City Public Schools,N,123
Churchland Primary & Intermediate Portsmouth City Public Schools,N,332
Churchland Primary & Intermediate Portsmouth City Public Schools,Y,267
Churchville Elementary Augusta County Public Schools,N,249
Churchville Elementary Augusta County Public Schools,Y,150
Clara Byrd Baker Elementary Williamsburg-James City County Public Schools,N,320
Clara Byrd Baker Elementary Williamsburg-James City County Public Schools,Y,209
Claremont Immersion Arlington County Public Schools,N,437
Claremont Immersion Arlington County Public Schools,Y,241
Clark Elementary Charlottesville City Public Schools,N,150
Clark Elementary Charlottesville City Public Schools,Y,174
Clarke County High Clarke County Public Schools,N,515
Clarke County High Clarke County Public Schools,Y,165
Clarksville Elementary Mecklenburg County Public Schools,N,330
Clarksville Elementary Mecklenburg County Public Schools,Y,92
Claude Thompson Elementary Fauquier County Public Schools,N,143
Claude Thompson Elementary Fauquier County Public Schools,Y,116
Clays Mill Elementary Halifax County Public Schools,N,81
Clays Mill Elementary Halifax County Public Schools,Y,76
Clearbrook Elementary Roanoke County Public Schools,N,235
Clearbrook Elementary Roanoke County Public Schools,Y,101
Clearview Early Learning Center Martinsville City Public Schools,N,38
Clearview Early Learning Center Martinsville City Public Schools,Y,59
Clearview Elementary Fairfax County Public Schools,N,290
Clearview Elementary Fairfax County Public Schools,Y,309
Clermont Elementary Fairfax County Public Schools,N,458
Clermont Elementary Fairfax County Public Schools,Y,82
Clifton Middle Alleghany County Public Schools,N,238
Clifton Middle Alleghany County Public Schools,Y,173
Clintwood Elementary Dickenson County Public Schools,N,255
Clintwood Elementary Dickenson County Public Schools,Y,168
Clover Hill Elementary Chesterfield County Public Schools,N,586
Clover Hill Elementary Chesterfield County Public Schools,Y,198
Clover Hill High Chesterfield County Public Schools,N,"1,334"
Clover Hill High Chesterfield County Public Schools,Y,462
Cloverdale Elementary Botetourt County Public Schools,N,194
Cloverdale Elementary Botetourt County Public Schools,Y,65
Cluster Springs Elementary Halifax County Public Schools,N,264
Cluster Springs Elementary Halifax County Public Schools,Y,258
Coates Elementary Fairfax County Public Schools,N,376
Coates Elementary Fairfax County Public Schools,Y,387
Coeburn Middle Wise County Public Schools,N,118
Coeburn Middle Wise County Public Schools,Y,193
Coeburn Primary Wise County Public Schools,N,262
Coeburn Primary Wise County Public Schools,Y,179
Cold Harbor Elementary Hanover County Public Schools,N,357
Cold Harbor Elementary Hanover County Public Schools,Y,150
Coleman Place Elementary Norfolk City Public Schools,N,178
Coleman Place Elementary Norfolk City Public Schools,Y,436
Coles Elementary Prince William County Public Schools,N,238
Coles Elementary Prince William County Public Schools,Y,160
College Park Elementary Virginia Beach City Public Schools,N,145
College Park Elementary Virginia Beach City Public Schools,Y,343
Colonel Fred Cherry Middle Suffolk City Public Schools,N,526
Colonel Fred Cherry Middle Suffolk City Public Schools,Y,233
Colonial Beach Elementary Colonial Beach Public Schools,N,150
Colonial Beach Elementary Colonial Beach Public Schools,Y,240
Colonial Beach High Colonial Beach Public Schools,N,102
Colonial Beach High Colonial Beach Public Schools,Y,133
Colonial Elementary Botetourt County Public Schools,N,336
Colonial Elementary Botetourt County Public Schools,Y,104
Colonial Forge High Stafford County Public Schools,N,"1,596"
Colonial Forge High Stafford County Public Schools,Y,403
Colonial Heights High Colonial Heights City Public Schools,N,390
Colonial Heights High Colonial Heights City Public Schools,Y,444
Colonial Heights Middle Colonial Heights City Public Schools,N,277
Colonial Heights Middle Colonial Heights City Public Schools,Y,377
Colonial Trail Elementary Henrico County Public Schools,N,601
Colonial Trail Elementary Henrico County Public Schools,Y,84
Columbia Elementary Fairfax County Public Schools,N,260
Columbia Elementary Fairfax County Public Schools,Y,150
Colvin Run Elementary Fairfax County Public Schools,N,747
Colvin Run Elementary Fairfax County Public Schools,Y,24
Community Lab School Albemarle County Public Schools,N,185
Community Lab School Albemarle County Public Schools,Y,
Concord Elementary Campbell County Public Schools,N,232
Concord Elementary Campbell County Public Schools,Y,179
Conway Elementary Stafford County Public Schools,N,571
Conway Elementary Stafford County Public Schools,Y,371
Cool Spring Elementary Hanover County Public Schools,N,668
Cool Spring Elementary Hanover County Public Schools,Y,66
Cool Spring Elementary Loudoun County Public Schools,N,339
Cool Spring Elementary Loudoun County Public Schools,Y,236
Cool Spring Elementary Petersburg City Public Schools,N,116
Cool Spring Elementary Petersburg City Public Schools,Y,405
Cool Spring Primary King William County Public Schools,N,239
Cool Spring Primary King William County Public Schools,Y,171
Cooper Middle Fairfax County Public Schools,N,970
Cooper Middle Fairfax County Public Schools,Y,31
Cople Elementary Westmoreland County Public Schools,N,140
Cople Elementary Westmoreland County Public Schools,Y,198
Copper Creek Elementary Russell County Public Schools,N,30
Copper Creek Elementary Russell County Public Schools,Y,68
Cora Kelly School for Math Science and Technology Alexandria City Public Schools,N,101
Cora Kelly School for Math Science and Technology Alexandria City Public Schools,Y,177
Corporate Landing Elementary Virginia Beach City Public Schools,N,173
Corporate Landing Elementary Virginia Beach City Public Schools,Y,229
Corporate Landing Middle Virginia Beach City Public Schools,N,493
Corporate Landing Middle Virginia Beach City Public Schools,Y,575
Cosby High Chesterfield County Public Schools,N,"2,080"
Cosby High Chesterfield County Public Schools,Y,251
Cougar Elementary Manassas Park City Public Schools,N,334
Cougar Elementary Manassas Park City Public Schools,Y,506
Council Elementary/Middle Buchanan County Public Schools,N,64
Council Elementary/Middle Buchanan County Public Schools,Y,113
Council High Buchanan County Public Schools,N,42
Council High Buchanan County Public Schools,Y,83
Countryside Elementary Loudoun County Public Schools,N,423
Countryside Elementary Loudoun County Public Schools,Y,242
Courthouse Road Elementary Spotsylvania County Public Schools,N,460
Courthouse Road Elementary Spotsylvania County Public Schools,Y,304
