Disabled,Total Count,Sch_Div
N,809,Cardinal Elementary Richmond City Public Schools
Y,45,Cardinal Elementary Richmond City Public Schools
N,346,Chimborazo Elementary Richmond City Public Schools
Y,44,Chimborazo Elementary Richmond City Public Schools
N,349,Elizabeth D. Redd Elementary Richmond City Public Schools
Y,32,Elizabeth D. Redd Elementary Richmond City Public Schools
N,220,Fairfield Court Elementary Richmond City Public Schools
Y,25,Fairfield Court Elementary Richmond City Public Schools
N,301,Franklin Military Academy Richmond City Public Schools
Y,16,Franklin Military Academy Richmond City Public Schools
N,592,G.H. Reid Elementary Richmond City Public Schools
Y,58,G.H. Reid Elementary Richmond City Public Schools
N,341,George W. Carver Elementary Richmond City Public Schools
Y,37,George W. Carver Elementary Richmond City Public Schools
N,"1,076",George Wythe High Richmond City Public Schools
Y,222,George Wythe High Richmond City Public Schools
N,237,Ginter Park Elementary Richmond City Public Schools
Y,39,Ginter Park Elementary Richmond City Public Schools
N,332,Henderson Middle Richmond City Public Schools
Y,99,Henderson Middle Richmond City Public Schools
N,409,Henry Marsh III Elementary Richmond City Public Schools
Y,65,Henry Marsh III Elementary Richmond City Public Schools
N,"1,147",Huguenot High Richmond City Public Schools
Y,192,Huguenot High Richmond City Public Schools
N,215,J.B. Fisher Elementary Richmond City Public Schools
Y,36,J.B. Fisher Elementary Richmond City Public Schools
N,484,J.L. Francis Elementary Richmond City Public Schools
Y,50,J.L. Francis Elementary Richmond City Public Schools
N,193,John B. Cary Elementary Richmond City Public Schools
Y,27,John B. Cary Elementary Richmond City Public Schools
N,414,John Marshall High Richmond City Public Schools
Y,128,John Marshall High Richmond City Public Schools
N,376,Linwood Holton Elementary Richmond City Public Schools
Y,59,Linwood Holton Elementary Richmond City Public Schools
N,483,Lucille M. Brown Middle Richmond City Public Schools
Y,101,Lucille M. Brown Middle Richmond City Public Schools
N,143,Martin Luther King Jr. Early Learning Center Richmond City Public Schools
Y,,Martin Luther King Jr. Early Learning Center Richmond City Public Schools
N,390,Martin Luther King Jr. Middle Richmond City Public Schools
Y,124,Martin Luther King Jr. Middle Richmond City Public Schools
N,360,Mary Munford Elementary Richmond City Public Schools
Y,50,Mary Munford Elementary Richmond City Public Schools
N,469,Maymont Pre-K Center Richmond City Public Schools
Y,72,Maymont Pre-K Center Richmond City Public Schools
N,453,Miles Jones Elementary Richmond City Public Schools
Y,75,Miles Jones Elementary Richmond City Public Schools
N,475,Oak Grove/Bellemeade Elementary Richmond City Public Schools
Y,71,Oak Grove/Bellemeade Elementary Richmond City Public Schools
N,181,Open High Richmond City Public Schools
Y,,Open High Richmond City Public Schools
N,221,Overby-Sheppard Elementary Richmond City Public Schools
Y,44,Overby-Sheppard Elementary Richmond City Public Schools
N,276,Patrick Henry School Of Science And Arts Richmond City Public Schools
Y,40,Patrick Henry School Of Science And Arts Richmond City Public Schools
N,89,Richmond Alternative Richmond City Public Schools
Y,53,Richmond Alternative Richmond City Public Schools
Y,22,Richmond Career Education and Employment Charter School Richmond City Public Schools
N,211,Richmond Community High Richmond City Public Schools
N,"1,313",River City Middle Richmond City Public Schools
Y,202,River City Middle Richmond City Public Schools
N,386,Southampton Elementary Richmond City Public Schools
Y,49,Southampton Elementary Richmond City Public Schools
N,118,Summer Hill Preschool Center Richmond City Public Schools
Y,,Summer Hill Preschool Center Richmond City Public Schools
N,142,Swansboro Elementary Richmond City Public Schools
Y,19,Swansboro Elementary Richmond City Public Schools
N,359,Thomas C. Boushall Middle Richmond City Public Schools
Y,96,Thomas C. Boushall Middle Richmond City Public Schools
N,744,Thomas Jefferson High Richmond City Public Schools
Y,164,Thomas Jefferson High Richmond City Public Schools
N,325,Westover Hills Elementary Richmond City Public Schools
Y,43,Westover Hills Elementary Richmond City Public Schools
N,319,William Fox Elementary Richmond City Public Schools
Y,39,William Fox Elementary Richmond City Public Schools
N,237,Woodville Elementary Richmond City Public Schools
Y,28,Woodville Elementary Richmond City Public Schools
N,479,Rappahannock High Richmond County Public Schools
Y,62,Rappahannock High Richmond County Public Schools
N,704,Richmond County Elementary Richmond County Public Schools
Y,105,Richmond County Elementary Richmond County Public Schools
N,459,Addison Aerospace Magnet Middle Roanoke City Public Schools
Y,126,Addison Aerospace Magnet Middle Roanoke City Public Schools
N,574,Breckinridge Middle Roanoke City Public Schools
Y,94,Breckinridge Middle Roanoke City Public Schools
N,277,Crystal Spring Elementary Roanoke City Public Schools
Y,44,Crystal Spring Elementary Roanoke City Public Schools
N,443,Fairview Elementary Roanoke City Public Schools
Y,69,Fairview Elementary Roanoke City Public Schools
N,480,Fallon Park Elementary Roanoke City Public Schools
Y,86,Fallon Park Elementary Roanoke City Public Schools
N,223,Fishburn Park Elementary Roanoke City Public Schools
Y,50,Fishburn Park Elementary Roanoke City Public Schools
N,206,Garden City Elementary Roanoke City Public Schools
Y,74,Garden City Elementary Roanoke City Public Schools
N,314,Grandin Court Elementary Roanoke City Public Schools
Y,30,Grandin Court Elementary Roanoke City Public Schools
N,337,Highland Park Elementary Roanoke City Public Schools
Y,39,Highland Park Elementary Roanoke City Public Schools
N,293,Hurt Park Elementary Roanoke City Public Schools
Y,47,Hurt Park Elementary Roanoke City Public Schools
N,488,James Madison Middle Roanoke City Public Schools
Y,98,James Madison Middle Roanoke City Public Schools
N,423,John P. Fishwick Middle Roanoke City Public Schools
Y,70,John P. Fishwick Middle Roanoke City Public Schools
N,246,Lincoln Terrace Elementary Roanoke City Public Schools
Y,45,Lincoln Terrace Elementary Roanoke City Public Schools
N,418,Monterey Elementary Roanoke City Public Schools
Y,59,Monterey Elementary Roanoke City Public Schools
N,215,Morningside Elementary Roanoke City Public Schools
Y,47,Morningside Elementary Roanoke City Public Schools
N,"1,706",Patrick Henry High Roanoke City Public Schools
Y,333,Patrick Henry High Roanoke City Public Schools
N,449,Preston Park Elementary Roanoke City Public Schools
Y,63,Preston Park Elementary Roanoke City Public Schools
N,265,Roanoke Academy For Mathematics & Science Elementary Roanoke City Public Schools
Y,120,Roanoke Academy For Mathematics & Science Elementary Roanoke City Public Schools
N,658,Round Hill Elementary Roanoke City Public Schools
Y,87,Round Hill Elementary Roanoke City Public Schools
N,254,Virginia Heights Elementary Roanoke City Public Schools
Y,36,Virginia Heights Elementary Roanoke City Public Schools
N,186,Wasena Elementary Roanoke City Public Schools
Y,29,Wasena Elementary Roanoke City Public Schools
N,575,Westside Elementary Roanoke City Public Schools
Y,108,Westside Elementary Roanoke City Public Schools
N,"1,549",William Fleming High Roanoke City Public Schools
Y,279,William Fleming High Roanoke City Public Schools
N,534,Woodrow Wilson Middle Roanoke City Public Schools
Y,117,Woodrow Wilson Middle Roanoke City Public Schools
N,228,Back Creek Elementary Roanoke County Public Schools
Y,56,Back Creek Elementary Roanoke County Public Schools
N,279,Bonsack Elementary Roanoke County Public Schools
Y,44,Bonsack Elementary Roanoke County Public Schools
N,374,Burlington Elementary Roanoke County Public Schools
Y,76,Burlington Elementary Roanoke County Public Schools
N,414,Cave Spring Elementary Roanoke County Public Schools
Y,74,Cave Spring Elementary Roanoke County Public Schools
N,886,Cave Spring High Roanoke County Public Schools
Y,138,Cave Spring High Roanoke County Public Schools
N,658,Cave Spring Middle Roanoke County Public Schools
Y,117,Cave Spring Middle Roanoke County Public Schools
N,270,Clearbrook Elementary Roanoke County Public Schools
Y,66,Clearbrook Elementary Roanoke County Public Schools
N,196,Fort Lewis Elementary Roanoke County Public Schools
Y,59,Fort Lewis Elementary Roanoke County Public Schools
N,346,Glen Cove Elementary Roanoke County Public Schools
Y,61,Glen Cove Elementary Roanoke County Public Schools
N,270,Glenvar Elementary Roanoke County Public Schools
Y,71,Glenvar Elementary Roanoke County Public Schools
N,512,Glenvar High Roanoke County Public Schools
Y,111,Glenvar High Roanoke County Public Schools
N,353,Glenvar Middle Roanoke County Public Schools
Y,87,Glenvar Middle Roanoke County Public Schools
N,465,Green Valley Elementary Roanoke County Public Schools
Y,74,Green Valley Elementary Roanoke County Public Schools
N,321,Herman L. Horn Elementary Roanoke County Public Schools
Y,82,Herman L. Horn Elementary Roanoke County Public Schools
N,730,Hidden Valley High Roanoke County Public Schools
Y,91,Hidden Valley High Roanoke County Public Schools
N,484,Hidden Valley Middle Roanoke County Public Schools
Y,73,Hidden Valley Middle Roanoke County Public Schools
N,158,Mason's Cove Elementary Roanoke County Public Schools
Y,45,Mason's Cove Elementary Roanoke County Public Schools
N,199,Mount Pleasant Elementary Roanoke County Public Schools
Y,52,Mount Pleasant Elementary Roanoke County Public Schools
N,267,Mountain View Elementary Roanoke County Public Schools
Y,55,Mountain View Elementary Roanoke County Public Schools
N,779,Northside High Roanoke County Public Schools
Y,134,Northside High Roanoke County Public Schools
N,539,Northside Middle Roanoke County Public Schools
Y,118,Northside Middle Roanoke County Public Schools
N,349,Oak Grove Elementary Roanoke County Public Schools
Y,57,Oak Grove Elementary Roanoke County Public Schools
N,368,Penn Forest Elementary Roanoke County Public Schools
Y,68,Penn Forest Elementary Roanoke County Public Schools
N,404,W.E. Cundiff Elementary Roanoke County Public Schools
Y,99,W.E. Cundiff Elementary Roanoke County Public Schools
N,938,William Byrd High Roanoke County Public Schools
Y,169,William Byrd High Roanoke County Public Schools
N,727,William Byrd Middle Roanoke County Public Schools
Y,140,William Byrd Middle Roanoke County Public Schools
N,351,Central Elementary Rockbridge County Public Schools
Y,80,Central Elementary Rockbridge County Public Schools
N,208,Fairfield Elementary Rockbridge County Public Schools
Y,33,Fairfield Elementary Rockbridge County Public Schools
N,484,Maury River Middle Rockbridge County Public Schools
Y,87,Maury River Middle Rockbridge County Public Schools
N,106,Mountain View Elementary Rockbridge County Public Schools
Y,27,Mountain View Elementary Rockbridge County Public Schools
N,185,Natural Bridge Elementary Rockbridge County Public Schools
Y,34,Natural Bridge Elementary Rockbridge County Public Schools
N,912,Rockbridge County High Rockbridge County Public Schools
Y,127,Rockbridge County High Rockbridge County Public Schools
N,859,Broadway High Rockingham County Public Schools
Y,103,Broadway High Rockingham County Public Schools
N,642,Cub Run Elementary Rockingham County Public Schools
Y,40,Cub Run Elementary Rockingham County Public Schools
N,670,East Rockingham High Rockingham County Public Schools
Y,91,East Rockingham High Rockingham County Public Schools
N,245,Elkton Elementary Rockingham County Public Schools
Y,35,Elkton Elementary Rockingham County Public Schools
N,525,Elkton Middle Rockingham County Public Schools
Y,68,Elkton Middle Rockingham County Public Schools
N,122,Fulks Run Elementary Rockingham County Public Schools
Y,,Fulks Run Elementary Rockingham County Public Schools
N,568,J. Frank Hillyard Middle Rockingham County Public Schools
Y,76,J. Frank Hillyard Middle Rockingham County Public Schools
N,440,John C. Myers Elementary Rockingham County Public Schools
Y,51,John C. Myers Elementary Rockingham County Public Schools
N,471,John W. Wayland Elementary Rockingham County Public Schools
Y,50,John W. Wayland Elementary Rockingham County Public Schools
N,204,Lacey Spring Elementary Rockingham County Public Schools
Y,37,Lacey Spring Elementary Rockingham County Public Schools
N,151,Linville-Edom Elementary Rockingham County Public Schools
Y,10,Linville-Edom Elementary Rockingham County Public Schools
N,214,McGaheysville Elementary Rockingham County Public Schools
Y,23,McGaheysville Elementary Rockingham County Public Schools
N,570,Montevideo Middle Rockingham County Public Schools
Y,44,Montevideo Middle Rockingham County Public Schools
N,349,Mountain View Elementary Rockingham County Public Schools
Y,33,Mountain View Elementary Rockingham County Public Schools
N,161,Ottobine Elementary Rockingham County Public Schools
Y,19,Ottobine Elementary Rockingham County Public Schools
N,424,Peak View Elementary Rockingham County Public Schools
Y,42,Peak View Elementary Rockingham County Public Schools
N,398,Plains Elementary Rockingham County Public Schools
Y,40,Plains Elementary Rockingham County Public Schools
N,193,Pleasant Valley Elementary Rockingham County Public Schools
Y,19,Pleasant Valley Elementary Rockingham County Public Schools
N,280,River Bend Elementary Rockingham County Public Schools
Y,64,River Bend Elementary Rockingham County Public Schools
N,271,South River Elementary Rockingham County Public Schools
Y,29,South River Elementary Rockingham County Public Schools
N,857,Spotswood High Rockingham County Public Schools
Y,95,Spotswood High Rockingham County Public Schools
N,925,Turner Ashby High Rockingham County Public Schools
Y,91,Turner Ashby High Rockingham County Public Schools
N,651,Wilbur S. Pence Middle Rockingham County Public Schools
Y,52,Wilbur S. Pence Middle Rockingham County Public Schools
N,129,Belfast Elementary Russell County Public Schools
Y,13,Belfast Elementary Russell County Public Schools
N,277,Castlewood Elementary Russell County Public Schools
Y,44,Castlewood Elementary Russell County Public Schools
N,272,Castlewood High Russell County Public Schools
Y,48,Castlewood High Russell County Public Schools
N,88,Copper Creek Elementary Russell County Public Schools
Y,10,Copper Creek Elementary Russell County Public Schools
N,513,Honaker Elementary Russell County Public Schools
Y,72,Honaker Elementary Russell County Public Schools
N,401,Honaker High Russell County Public Schools
Y,60,Honaker High Russell County Public Schools
N,237,Lebanon Elementary Russell County Public Schools
Y,52,Lebanon Elementary Russell County Public Schools
N,510,Lebanon High Russell County Public Schools
Y,76,Lebanon High Russell County Public Schools
N,269,Lebanon Middle Russell County Public Schools
Y,37,Lebanon Middle Russell County Public Schools
N,211,Lebanon Primary Russell County Public Schools
Y,30,Lebanon Primary Russell County Public Schools
N,101,Swords Creek Elementary Russell County Public Schools
Y,,Swords Creek Elementary Russell County Public Schools
N,744,Andrew Lewis Middle Salem City Public Schools
Y,143,Andrew Lewis Middle Salem City Public Schools
N,342,East Salem Elementary Salem City Public Schools
Y,95,East Salem Elementary Salem City Public Schools
N,370,G.W. Carver Elementary Salem City Public Schools
Y,78,G.W. Carver Elementary Salem City Public Schools
N,"1,072",Salem High Salem City Public Schools
Y,177,Salem High Salem City Public Schools
N,313,South Salem Elementary Salem City Public Schools
Y,66,South Salem Elementary Salem City Public Schools
N,336,West Salem Elementary Salem City Public Schools
Y,63,West Salem Elementary Salem City Public Schools
N,227,Duffield-Pattonsville Primary Scott County Public Schools
Y,55,Duffield-Pattonsville Primary Scott County Public Schools
N,54,Dungannon Intermediate Scott County Public Schools
Y,14,Dungannon Intermediate Scott County Public Schools
N,48,Fort Blackmore Primary Scott County Public Schools
Y,14,Fort Blackmore Primary Scott County Public Schools
N,564,Gate City High Scott County Public Schools
Y,82,Gate City High Scott County Public Schools
N,272,Gate City Middle Scott County Public Schools
Y,57,Gate City Middle Scott County Public Schools
N,119,Hilton Elementary Scott County Public Schools
Y,32,Hilton Elementary Scott County Public Schools
N,222,Nickelsville Elementary Scott County Public Schools
Y,37,Nickelsville Elementary Scott County Public Schools
N,208,Rye Cove High Scott County Public Schools
Y,46,Rye Cove High Scott County Public Schools
N,150,Rye Cove Intermediate Scott County Public Schools
Y,38,Rye Cove Intermediate Scott County Public Schools
N,377,Shoemaker Elementary Scott County Public Schools
Y,132,Shoemaker Elementary Scott County Public Schools
N,198,Twin Springs High Scott County Public Schools
Y,47,Twin Springs High Scott County Public Schools
N,287,Weber City Elementary Scott County Public Schools
Y,51,Weber City Elementary Scott County Public Schools
N,173,Yuma Elementary Scott County Public Schools
Y,33,Yuma Elementary Scott County Public Schools
N,642,Central High Shenandoah County Public Schools
Y,118,Central High Shenandoah County Public Schools
N,452,Honey Run Elementary Shenandoah County Public Schools
Y,99,Honey Run Elementary Shenandoah County Public Schools
N,505,Mountain View High Shenandoah County Public Schools
Y,95,Mountain View High Shenandoah County Public Schools
N,301,North Fork Middle Shenandoah County Public Schools
Y,49,North Fork Middle Shenandoah County Public Schools
N,427,Peter Muhlenberg Middle Shenandoah County Public Schools
Y,87,Peter Muhlenberg Middle Shenandoah County Public Schools
N,745,Sandy Hook Elementary Shenandoah County Public Schools
Y,112,Sandy Hook Elementary Shenandoah County Public Schools
N,399,Signal Knob Middle Shenandoah County Public Schools
Y,61,Signal Knob Middle Shenandoah County Public Schools
N,501,Strasburg High Shenandoah County Public Schools
Y,71,Strasburg High Shenandoah County Public Schools
N,854,W.W. Robinson Elementary Shenandoah County Public Schools
Y,161,W.W. Robinson Elementary Shenandoah County Public Schools
N,136,Atkins Elementary Smyth County Public Schools
Y,37,Atkins Elementary Smyth County Public Schools
N,477,Chilhowie Elementary Smyth County Public Schools
Y,81,Chilhowie Elementary Smyth County Public Schools
N,379,Chilhowie High Smyth County Public Schools
Y,42,Chilhowie High Smyth County Public Schools
N,251,Chilhowie Middle Smyth County Public Schools
Y,38,Chilhowie Middle Smyth County Public Schools
N,280,Marion Elementary Smyth County Public Schools
Y,44,Marion Elementary Smyth County Public Schools
N,378,Marion Middle Smyth County Public Schools
Y,72,Marion Middle Smyth County Public Schools
N,541,Marion Senior High Smyth County Public Schools
Y,103,Marion Senior High Smyth County Public Schools
N,199,Northwood High Smyth County Public Schools
Y,43,Northwood High Smyth County Public Schools
N,139,Northwood Middle Smyth County Public Schools
Y,25,Northwood Middle Smyth County Public Schools
N,277,Oak Point Elementary Smyth County Public Schools
Y,84,Oak Point Elementary Smyth County Public Schools
N,105,Rich Valley Elementary Smyth County Public Schools
Y,19,Rich Valley Elementary Smyth County Public Schools
N,168,Saltville Elementary Smyth County Public Schools
Y,32,Saltville Elementary Smyth County Public Schools
N,84,Sugar Grove Elementary Smyth County Public Schools
Y,18,Sugar Grove Elementary Smyth County Public Schools
N,178,Capron Elementary Southampton County Public Schools
Y,15,Capron Elementary Southampton County Public Schools
N,202,Meherrin Elementary Southampton County Public Schools
Y,35,Meherrin Elementary Southampton County Public Schools
N,219,Nottoway Elementary Southampton County Public Schools
Y,21,Nottoway Elementary Southampton County Public Schools
N,479,Riverdale Elementary Southampton County Public Schools
Y,56,Riverdale Elementary Southampton County Public Schools
N,649,Southampton High Southampton County Public Schools
Y,100,Southampton High Southampton County Public Schools
N,558,Southampton Middle Southampton County Public Schools
Y,88,Southampton Middle Southampton County Public Schools
N,592,Battlefield Elementary Spotsylvania County Public Schools
Y,82,Battlefield Elementary Spotsylvania County Public Schools
N,714,Battlefield Middle Spotsylvania County Public Schools
Y,114,Battlefield Middle Spotsylvania County Public Schools
N,211,Berkeley Elementary Spotsylvania County Public Schools
Y,66,Berkeley Elementary Spotsylvania County Public Schools
N,560,Brock Road Elementary Spotsylvania County Public Schools
Y,94,Brock Road Elementary Spotsylvania County Public Schools
N,652,Cedar Forest Elementary Spotsylvania County Public Schools
Y,108,Cedar Forest Elementary Spotsylvania County Public Schools
N,362,Chancellor Elementary Spotsylvania County Public Schools
Y,67,Chancellor Elementary Spotsylvania County Public Schools
N,"1,201",Chancellor High Spotsylvania County Public Schools
Y,196,Chancellor High Spotsylvania County Public Schools
N,750,Chancellor Middle Spotsylvania County Public Schools
Y,108,Chancellor Middle Spotsylvania County Public Schools
N,631,Courthouse Road Elementary Spotsylvania County Public Schools
Y,133,Courthouse Road Elementary Spotsylvania County Public Schools
N,393,Courtland Elementary Spotsylvania County Public Schools
Y,110,Courtland Elementary Spotsylvania County Public Schools
N,"1,359",Courtland High Spotsylvania County Public Schools
Y,191,Courtland High Spotsylvania County Public Schools
N,629,Freedom Middle Spotsylvania County Public Schools
Y,144,Freedom Middle Spotsylvania County Public Schools
N,630,Harrison Road Elementary Spotsylvania County Public Schools
Y,84,Harrison Road Elementary Spotsylvania County Public Schools
N,543,Lee Hill Elementary Spotsylvania County Public Schools
Y,83,Lee Hill Elementary Spotsylvania County Public Schools
N,353,Livingston Elementary Spotsylvania County Public Schools
Y,48,Livingston Elementary Spotsylvania County Public Schools
N,"1,468",Massaponax High Spotsylvania County Public Schools
Y,241,Massaponax High Spotsylvania County Public Schools
N,597,Ni River Middle Spotsylvania County Public Schools
Y,121,Ni River Middle Spotsylvania County Public Schools
N,800,Parkside Elementary Spotsylvania County Public Schools
Y,149,Parkside Elementary Spotsylvania County Public Schools
N,596,Post Oak Middle Spotsylvania County Public Schools
Y,101,Post Oak Middle Spotsylvania County Public Schools
N,"1,676",Riverbend High Spotsylvania County Public Schools
Y,246,Riverbend High Spotsylvania County Public Schools
N,540,Riverview Elementary Spotsylvania County Public Schools
Y,117,Riverview Elementary Spotsylvania County Public Schools
N,515,Salem Elementary Spotsylvania County Public Schools
Y,76,Salem Elementary Spotsylvania County Public Schools
N,559,Smith Station Elementary Spotsylvania County Public Schools
Y,121,Smith Station Elementary Spotsylvania County Public Schools
N,460,Spotswood Elementary Spotsylvania County Public Schools
Y,53,Spotswood Elementary Spotsylvania County Public Schools
N,485,Spotsylvania Elementary Spotsylvania County Public Schools
Y,74,Spotsylvania Elementary Spotsylvania County Public Schools
N,"1,114",Spotsylvania High Spotsylvania County Public Schools
Y,193,Spotsylvania High Spotsylvania County Public Schools
N,835,Spotsylvania Middle Spotsylvania County Public Schools
Y,137,Spotsylvania Middle Spotsylvania County Public Schools
N,565,Thornburg Middle Spotsylvania County Public Schools
Y,107,Thornburg Middle Spotsylvania County Public Schools
N,534,Wilderness Elementary Spotsylvania County Public Schools
Y,106,Wilderness Elementary Spotsylvania County Public Schools
N,778,Andrew G. Wright Middle Stafford County Public Schools
Y,109,Andrew G. Wright Middle Stafford County Public Schools
N,781,Anne E. Moncure Elementary Stafford County Public Schools
Y,77,Anne E. Moncure Elementary Stafford County Public Schools
N,615,Anthony Burns Elementary Stafford County Public Schools
Y,89,Anthony Burns Elementary Stafford County Public Schools
N,"1,781",Brooke Point High Stafford County Public Schools
Y,274,Brooke Point High Stafford County Public Schools
N,"1,716",Colonial Forge High Stafford County Public Schools
Y,283,Colonial Forge High Stafford County Public Schools
N,861,Conway Elementary Stafford County Public Schools
Y,81,Conway Elementary Stafford County Public Schools
N,700,Donald B. Dixon-Lyle R. Smith Middle Stafford County Public Schools
Y,118,Donald B. Dixon-Lyle R. Smith Middle Stafford County Public Schools
N,547,Edward E. Drew Jr. Middle Stafford County Public Schools
Y,89,Edward E. Drew Jr. Middle Stafford County Public Schools
N,534,Falmouth Elementary Stafford County Public Schools
Y,80,Falmouth Elementary Stafford County Public Schools
N,546,Ferry Farm Elementary Stafford County Public Schools
Y,72,Ferry Farm Elementary Stafford County Public Schools
N,469,Garrisonville Elementary Stafford County Public Schools
Y,86,Garrisonville Elementary Stafford County Public Schools
N,628,Grafton Village Elementary Stafford County Public Schools
Y,89,Grafton Village Elementary Stafford County Public Schools
N,870,H.H. Poole Middle Stafford County Public Schools
Y,127,H.H. Poole Middle Stafford County Public Schools
N,788,Hampton Oaks Elementary Stafford County Public Schools
Y,79,Hampton Oaks Elementary Stafford County Public Schools
N,509,Hartwood Elementary Stafford County Public Schools
Y,81,Hartwood Elementary Stafford County Public Schools
N,695,Kate Waller Barrett Elementary Stafford County Public Schools
Y,82,Kate Waller Barrett Elementary Stafford County Public Schools
N,712,Margaret Brent Elementary Stafford County Public Schools
Y,89,Margaret Brent Elementary Stafford County Public Schools
N,"1,877",Mountain View High Stafford County Public Schools
Y,269,Mountain View High Stafford County Public Schools
N,"1,600",North Stafford High Stafford County Public Schools
Y,265,North Stafford High Stafford County Public Schools
N,173,North Star Early Childhood Education Center Stafford County Public Schools
Y,78,North Star Early Childhood Education Center Stafford County Public Schools
N,880,Park Ridge Elementary Stafford County Public Schools
Y,95,Park Ridge Elementary Stafford County Public Schools
N,186,Rising Star Early Childhood Education Center at Melchers Stafford County Public Schools
Y,87,Rising Star Early Childhood Education Center at Melchers Stafford County Public Schools
N,545,Rockhill Elementary Stafford County Public Schools
Y,94,Rockhill Elementary Stafford County Public Schools
N,793,Rocky Run Elementary Stafford County Public Schools
Y,93,Rocky Run Elementary Stafford County Public Schools
N,882,Rodney E. Thompson Middle Stafford County Public Schools
Y,114,Rodney E. Thompson Middle Stafford County Public Schools
N,875,Shirley C. Heim Middle Stafford County Public Schools
Y,123,Shirley C. Heim Middle Stafford County Public Schools
N,612,Stafford Elementary Stafford County Public Schools
Y,92,Stafford Elementary Stafford County Public Schools
N,772,Stafford Middle Stafford County Public Schools
Y,135,Stafford Middle Stafford County Public Schools
N,"1,774",Stafford Senior High Stafford County Public Schools
Y,288,Stafford Senior High Stafford County Public Schools
N,819,T. Benton Gayle Middle Stafford County Public Schools
Y,129,T. Benton Gayle Middle Stafford County Public Schools
N,534,Widewater Elementary Stafford County Public Schools
Y,59,Widewater Elementary Stafford County Public Schools
N,709,Winding Creek Elementary Stafford County Public Schools
Y,86,Winding Creek Elementary Stafford County Public Schools
N,352,Arthur R. Ware Elementary Staunton City Public Schools
Y,40,Arthur R. Ware Elementary Staunton City Public Schools
N,330,Bessie Weller Elementary Staunton City Public Schools
Y,40,Bessie Weller Elementary Staunton City Public Schools
N,522,Shelburne Middle Staunton City Public Schools
Y,77,Shelburne Middle Staunton City Public Schools
N,92,Staunton City School PreSchool Programs Staunton City Public Schools
Y,22,Staunton City School PreSchool Programs Staunton City Public Schools
N,725,Staunton High Staunton City Public Schools
Y,115,Staunton High Staunton City Public Schools
N,379,Thomas C. McSwain Elementary Staunton City Public Schools
Y,46,Thomas C. McSwain Elementary Staunton City Public Schools
N,314,Booker T. Washington Elementary Suffolk City Public Schools
Y,31,Booker T. Washington Elementary Suffolk City Public Schools
N,691,Colonel Fred Cherry Middle Suffolk City Public Schools
Y,68,Colonel Fred Cherry Middle Suffolk City Public Schools
N,660,Creekside Elementary Suffolk City Public Schools
Y,67,Creekside Elementary Suffolk City Public Schools
N,473,Elephant's Fork Elementary Suffolk City Public Schools
Y,58,Elephant's Fork Elementary Suffolk City Public Schools
N,701,Florence Bowser Elementary Suffolk City Public Schools
Y,63,Florence Bowser Elementary Suffolk City Public Schools
N,371,Forest Glen Middle Suffolk City Public Schools
Y,66,Forest Glen Middle Suffolk City Public Schools
N,639,Hillpoint Elementary Suffolk City Public Schools
Y,81,Hillpoint Elementary Suffolk City Public Schools
N,432,John F. Kennedy Middle Suffolk City Public Schools
Y,79,John F. Kennedy Middle Suffolk City Public Schools
N,435,John Yeates Middle Suffolk City Public Schools
Y,45,John Yeates Middle Suffolk City Public Schools
N,423,Kilby Shores Elementary Suffolk City Public Schools
Y,55,Kilby Shores Elementary Suffolk City Public Schools
N,"1,412",King's Fork High Suffolk City Public Schools
Y,263,King's Fork High Suffolk City Public Schools
N,916,King's Fork Middle Suffolk City Public Schools
Y,142,King's Fork Middle Suffolk City Public Schools
N,915,Lakeland High Suffolk City Public Schools
Y,170,Lakeland High Suffolk City Public Schools
N,576,Mack Benn Jr. Elementary Suffolk City Public Schools
Y,62,Mack Benn Jr. Elementary Suffolk City Public Schools
N,348,Nansemond Parkway Elementary Suffolk City Public Schools
Y,48,Nansemond Parkway Elementary Suffolk City Public Schools
N,"1,472",Nansemond River High Suffolk City Public Schools
Y,190,Nansemond River High Suffolk City Public Schools
N,692,Northern Shores Elementary Suffolk City Public Schools
Y,84,Northern Shores Elementary Suffolk City Public Schools
N,411,Oakland Elementary Suffolk City Public Schools
Y,47,Oakland Elementary Suffolk City Public Schools
N,493,Southwestern Elementary Suffolk City Public Schools
Y,55,Southwestern Elementary Suffolk City Public Schools
N,149,Luther P. Jackson Middle Surry County Public Schools
Y,40,Luther P. Jackson Middle Surry County Public Schools
N,174,Surry County High Surry County Public Schools
Y,54,Surry County High Surry County Public Schools
N,206,Surry Elementary Surry County Public Schools
Y,34,Surry Elementary Surry County Public Schools
N,383,Sussex Central Elementary Sussex County Public Schools
Y,56,Sussex Central Elementary Sussex County Public Schools
N,271,Sussex Central High Sussex County Public Schools
Y,41,Sussex Central High Sussex County Public Schools
N,192,Sussex Central Middle Sussex County Public Schools
Y,32,Sussex Central Middle Sussex County Public Schools
N,133,Abb's Valley-Boissevain Elementary Tazewell County Public Schools
Y,23,Abb's Valley-Boissevain Elementary Tazewell County Public Schools
N,351,Cedar Bluff Elementary Tazewell County Public Schools
Y,44,Cedar Bluff Elementary Tazewell County Public Schools
N,291,Dudley Primary Tazewell County Public Schools
Y,49,Dudley Primary Tazewell County Public Schools
N,449,Graham High Tazewell County Public Schools
Y,64,Graham High Tazewell County Public Schools
N,216,Graham Intermediate Tazewell County Public Schools
